fiscal_year,fund,department,class_id,class,minor_class_id,minor_class,total
2015,General Operating Fund,Free Library,2,Purchase of Services,285,Rents,19995
2015,General Operating Fund,Free Library,3,Materials and Supplies,304,Books and Other Publications,3500
2015,General Operating Fund,Free Library,3,Materials and Supplies,305,Building and Construction,16578
2015,General Operating Fund,Free Library,3,Materials and Supplies,306,Library Materials,1666913
2015,General Operating Fund,Free Library,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,10765
2015,General Operating Fund,Free Library,3,Materials and Supplies,310,Electrical and Communication,16014
2015,General Operating Fund,Free Library,3,Materials and Supplies,312,Fire Fighting and Safety,499
2015,General Operating Fund,Free Library,3,Materials and Supplies,316,General Hardware and Minor Tools,7192
2015,General Operating Fund,Free Library,3,Materials and Supplies,317,Hospital and Laboratory,2971
2015,General Operating Fund,Free Library,3,Materials and Supplies,318,"Janitorial, Laundry and Household",66445
2015,General Operating Fund,Free Library,3,Materials and Supplies,320,Office Materials and Supplies,40307
2015,General Operating Fund,Free Library,3,Materials and Supplies,322,Small Power Tools and Hand Tools,51305
2015,General Operating Fund,Free Library,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,1107
2015,General Operating Fund,Free Library,3,Materials and Supplies,324,"Precision, Photographic and Artists",25578
2015,General Operating Fund,Free Library,3,Materials and Supplies,325,Printing,31006
2015,General Operating Fund,Free Library,3,Materials and Supplies,326,Recreational and Educational,5616
2015,General Operating Fund,Free Library,4,Equipment,401,Agricultural and Botanical,1329
2015,General Operating Fund,Free Library,4,Equipment,403,"Bakeshop, Dining Room and Kitchen",1960
2015,General Operating Fund,Free Library,4,Equipment,427,Computer Equipment & Peripherals,27143
2015,General Operating Fund,Free Library,4,Equipment,430,Furniture and Furnishings,26431
2015,General Operating Fund,Commission on Human Relations,1,Personal Services,100,Salary Control,97839
2015,General Operating Fund,Commission on Human Relations,1,Personal Services,101,Perm Full Time-civilian,1904380
2015,General Operating Fund,Commission on Human Relations,1,Personal Services,131,Board,50000
2015,General Operating Fund,Commission on Human Relations,2,Purchase of Services,202,Janitorial Services,750
2015,General Operating Fund,Commission on Human Relations,2,Purchase of Services,209,Telephone,1820
2015,General Operating Fund,Commission on Human Relations,2,Purchase of Services,210,Postage,50
2015,General Operating Fund,Commission on Human Relations,2,Purchase of Services,211,Transportation,2930
2015,General Operating Fund,Commission on Human Relations,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,500
2015,General Operating Fund,Commission on Human Relations,2,Purchase of Services,250,Professional Consult/spec Services,3500
2015,General Operating Fund,Commission on Human Relations,2,Purchase of Services,255,Dues,1000
2015,General Operating Fund,Commission on Human Relations,2,Purchase of Services,256,Seminar and Training Sessions,5107
2015,General Operating Fund,Commission on Human Relations,2,Purchase of Services,258,Court Reporters,14000
2015,General Operating Fund,Commission on Human Relations,2,Purchase of Services,260,Repair and Maintenance Charges,5000
2015,General Operating Fund,Commission on Human Relations,3,Materials and Supplies,304,Books and Other Publications,1000
2015,General Operating Fund,Commission on Human Relations,3,Materials and Supplies,320,Office Materials and Supplies,10731
2015,General Operating Fund,Commission on Human Relations,3,Materials and Supplies,325,Printing,1000
2015,General Operating Fund,Commission on Human Relations,4,Equipment,420,Office Equipment,300
2015,General Operating Fund,Civil Service Commission,1,Personal Services,101,Perm Full Time-civilian,91704
2015,General Operating Fund,Civil Service Commission,1,Personal Services,131,Board,51837
2015,General Operating Fund,Civil Service Commission,2,Purchase of Services,250,Professional Consult/spec Services,29500
2015,General Operating Fund,Civil Service Commission,3,Materials and Supplies,320,Office Materials and Supplies,375
2015,General Operating Fund,Civil Service Commission,3,Materials and Supplies,325,Printing,125
2015,General Operating Fund,Civil Service Commission,4,Equipment,427,Computer Equipment & Peripherals,594
2015,General Operating Fund,Civil Service Commission,9,Advances & Other Misc Payments,999,Standby Authorizations,52837133
2015,General Operating Fund,Personnel,1,Personal Services,101,Perm Full Time-civilian,4985299
2015,General Operating Fund,Personnel,1,Personal Services,121,Temporary Seasonal,110000
2015,General Operating Fund,Personnel,1,Personal Services,161,Overtime Civilian,50000
2015,General Operating Fund,Personnel,2,Purchase of Services,210,Postage,25000
2015,General Operating Fund,Personnel,2,Purchase of Services,211,Transportation,75800
2015,General Operating Fund,Personnel,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,5000
2015,General Operating Fund,Personnel,2,Purchase of Services,240,Advertising/promotional Activities,13000
2015,General Operating Fund,Personnel,2,Purchase of Services,250,Professional Consult/spec Services,570275
2015,General Operating Fund,Personnel,2,Purchase of Services,255,Dues,22860
2015,General Operating Fund,Personnel,2,Purchase of Services,256,Seminar and Training Sessions,30500
2015,General Operating Fund,Personnel,2,Purchase of Services,260,Repair and Maintenance Charges,15700
2015,General Operating Fund,Personnel,2,Purchase of Services,285,Rents,43330
2015,General Operating Fund,Personnel,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),605
2015,General Operating Fund,Personnel,3,Materials and Supplies,304,Books and Other Publications,14352
2015,General Operating Fund,Personnel,3,Materials and Supplies,307,Chemicals and Gases,500
2015,General Operating Fund,Personnel,3,Materials and Supplies,317,Hospital and Laboratory,18500
2015,General Operating Fund,Personnel,3,Materials and Supplies,320,Office Materials and Supplies,19600
2015,General Operating Fund,Personnel,3,Materials and Supplies,324,"Precision, Photographic and Artists",5330
2015,General Operating Fund,Personnel,3,Materials and Supplies,325,Printing,7300
2015,General Operating Fund,Personnel,4,Equipment,420,Office Equipment,4350
2015,General Operating Fund,Office of Arts & Culture,1,Personal Services,101,Perm Full Time-civilian,199800
2015,General Operating Fund,Office of Arts & Culture,2,Purchase of Services,210,Postage,334
2015,General Operating Fund,Office of Arts & Culture,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,1504
2015,General Operating Fund,Office of Arts & Culture,2,Purchase of Services,250,Professional Consult/spec Services,390800
2015,General Operating Fund,Office of Arts & Culture,2,Purchase of Services,255,Dues,400
2015,General Operating Fund,Office of Arts & Culture,2,Purchase of Services,260,Repair and Maintenance Charges,762
2015,General Operating Fund,Office of Arts & Culture,3,Materials and Supplies,320,Office Materials and Supplies,7000
2015,General Operating Fund,Office of Arts & Culture,5,"Contributions, Indemnities, Refunds, Taxes",505,Contributions-ed & Non-prof Rec Org,230688
2015,General Operating Fund,Office of Arts & Culture,5,"Contributions, Indemnities, Refunds, Taxes",517,Contributions-gov & Non-prof Not Ed,3140000
2015,General Operating Fund,Office of Property Assessments,1,Personal Services,100,Salary Control,35000
2015,General Operating Fund,Office of Property Assessments,1,Personal Services,101,Perm Full Time-civilian,10651578
2015,General Operating Fund,Office of Property Assessments,1,Personal Services,121,Temporary Seasonal,20609
2015,General Operating Fund,Office of Property Assessments,1,Personal Services,161,Overtime Civilian,10000
2015,General Operating Fund,Office of Property Assessments,2,Purchase of Services,205,Refuse/garbage/silt/sludge Removal,5000
2015,General Operating Fund,Office of Property Assessments,2,Purchase of Services,210,Postage,326000
2015,General Operating Fund,Office of Property Assessments,2,Purchase of Services,211,Transportation,20000
2015,General Operating Fund,Office of Property Assessments,2,Purchase of Services,240,Advertising/promotional Activities,500
2015,General Operating Fund,Office of Property Assessments,2,Purchase of Services,250,Professional Consult/spec Services,2267890
2015,General Operating Fund,Office of Property Assessments,2,Purchase of Services,251,Information Technology-prof Service,15000
2015,General Operating Fund,Office of Property Assessments,2,Purchase of Services,255,Dues,45000
2015,General Operating Fund,Office of Property Assessments,2,Purchase of Services,256,Seminar and Training Sessions,50000
2015,General Operating Fund,Office of Property Assessments,2,Purchase of Services,258,Court Reporters,10000
2015,General Operating Fund,Office of Property Assessments,2,Purchase of Services,260,Repair and Maintenance Charges,25000
2015,General Operating Fund,Office of Property Assessments,2,Purchase of Services,284,Ground and Building Rental,10000
2015,General Operating Fund,Office of Property Assessments,3,Materials and Supplies,304,Books and Other Publications,16000
2015,General Operating Fund,Office of Property Assessments,3,Materials and Supplies,313,Food,100
2015,General Operating Fund,Office of Property Assessments,3,Materials and Supplies,316,General Hardware and Minor Tools,100
2015,General Operating Fund,Office of Property Assessments,3,Materials and Supplies,320,Office Materials and Supplies,53000
2015,General Operating Fund,Office of Property Assessments,3,Materials and Supplies,324,"Precision, Photographic and Artists",66068
2015,General Operating Fund,Office of Property Assessments,3,Materials and Supplies,325,Printing,631332
2015,General Operating Fund,Office of Property Assessments,4,Equipment,420,Office Equipment,28000
2015,General Operating Fund,City Controller,1,Personal Services,100,Salary Control,50518
2015,General Operating Fund,City Controller,1,Personal Services,101,Perm Full Time-civilian,7399209
2015,General Operating Fund,City Controller,1,Personal Services,111,Perm Part Time,24960
2015,General Operating Fund,City Controller,1,Personal Services,121,Temporary Seasonal,25000
2015,General Operating Fund,City Controller,1,Personal Services,161,Overtime Civilian,50000
2015,General Operating Fund,City Controller,2,Purchase of Services,210,Postage,500
2015,General Operating Fund,City Controller,2,Purchase of Services,211,Transportation,1600
2015,General Operating Fund,City Controller,2,Purchase of Services,215,Licenses Permits Inspection Charges,206
2015,General Operating Fund,City Controller,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,1050
2015,General Operating Fund,City Controller,2,Purchase of Services,250,Professional Consult/spec Services,136000
2015,General Operating Fund,City Controller,2,Purchase of Services,251,Information Technology-prof Service,10094
2015,General Operating Fund,City Controller,2,Purchase of Services,252,Accounting and Auditing Services,295000
2015,General Operating Fund,City Controller,2,Purchase of Services,255,Dues,7000
2015,General Operating Fund,City Controller,2,Purchase of Services,256,Seminar and Training Sessions,33000
2015,General Operating Fund,City Controller,2,Purchase of Services,266,Maint/support-computr Hardware/soft,13000
2015,General Operating Fund,City Controller,3,Materials and Supplies,320,Office Materials and Supplies,15000
2015,General Operating Fund,City Controller,4,Equipment,420,Office Equipment,10000
2015,General Operating Fund,Board of Revision of Taxes,1,Personal Services,101,Perm Full Time-civilian,769780
2015,General Operating Fund,Board of Revision of Taxes,1,Personal Services,121,Temporary Seasonal,26880
2015,General Operating Fund,Board of Revision of Taxes,2,Purchase of Services,258,Court Reporters,11860
2015,General Operating Fund,Board of Revision of Taxes,2,Purchase of Services,260,Repair and Maintenance Charges,3300
2015,General Operating Fund,Board of Revision of Taxes,2,Purchase of Services,286,Rental of Parking Spaces,5040
2015,General Operating Fund,Board of Revision of Taxes,3,Materials and Supplies,304,Books and Other Publications,1000
2015,General Operating Fund,Board of Revision of Taxes,3,Materials and Supplies,320,Office Materials and Supplies,5727
2015,General Operating Fund,Board of Revision of Taxes,3,Materials and Supplies,324,"Precision, Photographic and Artists",1000
2015,General Operating Fund,Board of Revision of Taxes,3,Materials and Supplies,325,Printing,1000
2015,General Operating Fund,Board of Revision of Taxes,4,Equipment,420,Office Equipment,5000
2015,General Operating Fund,Board of Revision of Taxes,4,Equipment,427,Computer Equipment & Peripherals,1000
2015,General Operating Fund,Board of Revision of Taxes,4,Equipment,430,Furniture and Furnishings,1000
2015,General Operating Fund,Register of Wills,1,Personal Services,100,Salary Control,20000
2015,General Operating Fund,Register of Wills,1,Personal Services,101,Perm Full Time-civilian,3050080
2015,General Operating Fund,Register of Wills,1,Personal Services,111,Perm Part Time,109065
2015,General Operating Fund,Register of Wills,1,Personal Services,121,Temporary Seasonal,45500
2015,General Operating Fund,Register of Wills,2,Purchase of Services,209,Telephone,450
2015,General Operating Fund,Register of Wills,2,Purchase of Services,210,Postage,15300
2015,General Operating Fund,Register of Wills,2,Purchase of Services,211,Transportation,1800
2015,General Operating Fund,Register of Wills,2,Purchase of Services,251,Information Technology-prof Service,2558
2015,General Operating Fund,Register of Wills,2,Purchase of Services,260,Repair and Maintenance Charges,50369
2015,General Operating Fund,Register of Wills,2,Purchase of Services,285,Rents,5009
2015,General Operating Fund,Register of Wills,3,Materials and Supplies,320,Office Materials and Supplies,18000
2015,General Operating Fund,Register of Wills,3,Materials and Supplies,325,Printing,5850
2015,General Operating Fund,Register of Wills,4,Equipment,420,Office Equipment,900
2015,General Operating Fund,Register of Wills,4,Equipment,427,Computer Equipment & Peripherals,8460
2015,General Operating Fund,District Attorney,1,Personal Services,100,Salary Control,1140299
2015,General Operating Fund,District Attorney,1,Personal Services,101,Perm Full Time-civilian,26743031
2015,General Operating Fund,District Attorney,1,Personal Services,105,Perm Full Time-uniform,3317824
2015,General Operating Fund,District Attorney,1,Personal Services,110,Uniform Stress Pay,60600
2015,General Operating Fund,District Attorney,1,Personal Services,111,Perm Part Time,210000
2015,General Operating Fund,District Attorney,1,Personal Services,121,Temporary Seasonal,30000
2015,General Operating Fund,District Attorney,1,Personal Services,161,Overtime Civilian,57714
2015,General Operating Fund,District Attorney,1,Personal Services,165,Overtime Shift Uniform,149722
2015,General Operating Fund,District Attorney,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",2500
2015,General Operating Fund,District Attorney,1,Personal Services,175,Holiday Pay-annual,50000
2015,General Operating Fund,District Attorney,1,Personal Services,181,Shift,800
2015,General Operating Fund,District Attorney,2,Purchase of Services,210,Postage,110000
2015,General Operating Fund,District Attorney,2,Purchase of Services,211,Transportation,30393
2015,General Operating Fund,District Attorney,2,Purchase of Services,216,Commercial Off-shelf Comp Software,36343
2015,General Operating Fund,District Attorney,2,Purchase of Services,250,Professional Consult/spec Services,1295754
2015,General Operating Fund,District Attorney,2,Purchase of Services,255,Dues,5063
2015,General Operating Fund,District Attorney,2,Purchase of Services,256,Seminar and Training Sessions,10000
2015,General Operating Fund,District Attorney,2,Purchase of Services,260,Repair and Maintenance Charges,73195
2015,General Operating Fund,District Attorney,2,Purchase of Services,266,Maint/support-computr Hardware/soft,60000
2015,General Operating Fund,District Attorney,2,Purchase of Services,285,Rents,27500
2015,General Operating Fund,District Attorney,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),167924
2015,General Operating Fund,District Attorney,3,Materials and Supplies,304,Books and Other Publications,101569
2015,General Operating Fund,District Attorney,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,33160
2015,General Operating Fund,District Attorney,3,Materials and Supplies,310,Electrical and Communication,1200
2015,General Operating Fund,District Attorney,3,Materials and Supplies,316,General Hardware and Minor Tools,518
2015,General Operating Fund,District Attorney,3,Materials and Supplies,318,"Janitorial, Laundry and Household",160
2015,General Operating Fund,District Attorney,3,Materials and Supplies,320,Office Materials and Supplies,189504
2015,General Operating Fund,District Attorney,3,Materials and Supplies,324,"Precision, Photographic and Artists",15000
2015,General Operating Fund,District Attorney,3,Materials and Supplies,325,Printing,49594
2015,General Operating Fund,District Attorney,3,Materials and Supplies,399,Other Materials and Supplies (noc),1500
2015,General Operating Fund,District Attorney,4,Equipment,420,Office Equipment,35667
2015,General Operating Fund,District Attorney,4,Equipment,424,"Precision, Photographic and Artist",6300
2015,General Operating Fund,District Attorney,4,Equipment,427,Computer Equipment & Peripherals,44786
2015,General Operating Fund,District Attorney,4,Equipment,430,Furniture and Furnishings,24663
2015,General Operating Fund,Sheriff,1,Personal Services,100,Salary Control,45000
2015,General Operating Fund,Sheriff,1,Personal Services,101,Perm Full Time-civilian,14582227
2015,General Operating Fund,Sheriff,1,Personal Services,121,Temporary Seasonal,50000
2015,General Operating Fund,Sheriff,1,Personal Services,161,Overtime Civilian,2276185
2015,General Operating Fund,Sheriff,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",50000
2015,General Operating Fund,Sheriff,1,Personal Services,181,Shift,29000
2015,General Operating Fund,Sheriff,2,Purchase of Services,201,Cleaning and Laundering,137500
2015,General Operating Fund,Sheriff,2,Purchase of Services,209,Telephone,40000
2015,General Operating Fund,Sheriff,2,Purchase of Services,211,Transportation,160000
2015,General Operating Fund,Sheriff,2,Purchase of Services,250,Professional Consult/spec Services,720
2015,General Operating Fund,Sheriff,2,Purchase of Services,251,Information Technology-prof Service,250000
2015,General Operating Fund,Sheriff,2,Purchase of Services,252,Accounting and Auditing Services,288800
2015,General Operating Fund,Sheriff,2,Purchase of Services,256,Seminar and Training Sessions,42067
2015,General Operating Fund,Sheriff,2,Purchase of Services,258,Court Reporters,1666
2015,General Operating Fund,Sheriff,2,Purchase of Services,260,Repair and Maintenance Charges,13000
2015,General Operating Fund,Sheriff,2,Purchase of Services,266,Maint/support-computr Hardware/soft,35000
2015,General Operating Fund,Sheriff,2,Purchase of Services,285,Rents,18834
2015,General Operating Fund,Sheriff,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),3000
2015,General Operating Fund,Sheriff,3,Materials and Supplies,304,Books and Other Publications,2000
2015,General Operating Fund,Sheriff,3,Materials and Supplies,305,Building and Construction,2000
2015,General Operating Fund,Sheriff,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,138405
2015,General Operating Fund,Sheriff,3,Materials and Supplies,310,Electrical and Communication,4000
2015,General Operating Fund,Sheriff,3,Materials and Supplies,312,Fire Fighting and Safety,38270
2015,General Operating Fund,Sheriff,3,Materials and Supplies,313,Food,150000
2015,General Operating Fund,Sheriff,3,Materials and Supplies,320,Office Materials and Supplies,22000
2015,General Operating Fund,Sheriff,3,Materials and Supplies,324,"Precision, Photographic and Artists",10000
2015,General Operating Fund,Sheriff,3,Materials and Supplies,325,Printing,1500
2015,General Operating Fund,Sheriff,3,Materials and Supplies,345,Gasoline,55000
2015,General Operating Fund,Sheriff,3,Materials and Supplies,399,Other Materials and Supplies (noc),10062
2015,General Operating Fund,Sheriff,4,Equipment,412,Fire Fighting and Emergency,13410
2015,General Operating Fund,Sheriff,4,Equipment,420,Office Equipment,3000
2015,General Operating Fund,Sheriff,4,Equipment,427,Computer Equipment & Peripherals,8000
2015,General Operating Fund,Sheriff,4,Equipment,430,Furniture and Furnishings,13000
2015,General Operating Fund,Sheriff,4,Equipment,499,Other Equipment (noc),1000
2015,General Operating Fund,City Commissioners,1,Personal Services,101,Perm Full Time-civilian,3965199
2015,General Operating Fund,City Commissioners,1,Personal Services,121,Temporary Seasonal,560000
2015,General Operating Fund,City Commissioners,1,Personal Services,161,Overtime Civilian,829805
2015,General Operating Fund,City Commissioners,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",29620
2015,General Operating Fund,City Commissioners,1,Personal Services,181,Shift,2803
2015,General Operating Fund,City Commissioners,2,Purchase of Services,209,Telephone,50040
2015,General Operating Fund,City Commissioners,2,Purchase of Services,210,Postage,231706
2015,General Operating Fund,City Commissioners,2,Purchase of Services,211,Transportation,303200
2015,General Operating Fund,City Commissioners,2,Purchase of Services,216,Commercial Off-shelf Comp Software,100
2015,General Operating Fund,City Commissioners,2,Purchase of Services,250,Professional Consult/spec Services,1444651
2015,General Operating Fund,City Commissioners,2,Purchase of Services,251,Information Technology-prof Service,733036
2015,General Operating Fund,City Commissioners,2,Purchase of Services,255,Dues,400
2015,General Operating Fund,City Commissioners,2,Purchase of Services,256,Seminar and Training Sessions,200
2015,General Operating Fund,City Commissioners,2,Purchase of Services,258,Court Reporters,14000
2015,General Operating Fund,City Commissioners,2,Purchase of Services,260,Repair and Maintenance Charges,503478
2015,General Operating Fund,City Commissioners,2,Purchase of Services,266,Maint/support-computr Hardware/soft,30500
2015,General Operating Fund,City Commissioners,2,Purchase of Services,285,Rents,179459
2015,General Operating Fund,City Commissioners,3,Materials and Supplies,305,Building and Construction,1120
2015,General Operating Fund,City Commissioners,3,Materials and Supplies,310,Electrical and Communication,1211
2015,General Operating Fund,City Commissioners,3,Materials and Supplies,316,General Hardware and Minor Tools,100
2015,General Operating Fund,City Commissioners,3,Materials and Supplies,320,Office Materials and Supplies,80732
2015,General Operating Fund,City Commissioners,3,Materials and Supplies,324,"Precision, Photographic and Artists",21634
2015,General Operating Fund,City Commissioners,3,Materials and Supplies,325,Printing,363467
2015,General Operating Fund,City Commissioners,3,Materials and Supplies,399,Other Materials and Supplies (noc),5355
2015,General Operating Fund,City Commissioners,4,Equipment,420,Office Equipment,31548
2015,General Operating Fund,City Commissioners,4,Equipment,427,Computer Equipment & Peripherals,9700
2015,General Operating Fund,City Commissioners,4,Equipment,430,Furniture and Furnishings,25750
2015,General Operating Fund,City Commissioners,4,Equipment,499,Other Equipment (noc),1000
2015,General Operating Fund,1st Judicial District,1,Personal Services,100,Salary Control,939000
2015,General Operating Fund,1st Judicial District,1,Personal Services,101,Perm Full Time-civilian,89943681
2015,General Operating Fund,1st Judicial District,1,Personal Services,121,Temporary Seasonal,2220000
2015,General Operating Fund,1st Judicial District,1,Personal Services,161,Overtime Civilian,100000
2015,General Operating Fund,1st Judicial District,2,Purchase of Services,259,Arbitration Fees,755140
2015,General Operating Fund,1st Judicial District,2,Purchase of Services,275,Juror Fees,1542471
2015,General Operating Fund,1st Judicial District,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),8358963
2015,General Operating Fund,1st Judicial District,3,Materials and Supplies,399,Other Materials and Supplies (noc),1870944
2015,General Operating Fund,1st Judicial District,4,Equipment,499,Other Equipment (noc),520924
2015,Water Operating Fund,Office of Innovation & Technology,1,Personal Services,100,Salary Control,37786
2015,Water Operating Fund,Office of Innovation & Technology,1,Personal Services,101,Perm Full Time-civilian,5651055
2015,Water Operating Fund,Office of Innovation & Technology,1,Personal Services,161,Overtime Civilian,50000
2015,Water Operating Fund,Office of Innovation & Technology,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",2000
2015,Water Operating Fund,Office of Innovation & Technology,1,Personal Services,181,Shift,954
2015,Water Operating Fund,Office of Innovation & Technology,2,Purchase of Services,209,Telephone,1498670
2015,Water Operating Fund,Office of Innovation & Technology,2,Purchase of Services,216,Commercial Off-shelf Comp Software,1870904
2015,Water Operating Fund,Office of Innovation & Technology,2,Purchase of Services,251,Information Technology-prof Service,6988215
2015,Water Operating Fund,Office of Innovation & Technology,2,Purchase of Services,255,Dues,4078
2015,Water Operating Fund,Office of Innovation & Technology,2,Purchase of Services,260,Repair and Maintenance Charges,9564
2015,Water Operating Fund,Office of Innovation & Technology,2,Purchase of Services,266,Maint/support-computr Hardware/soft,858274
2015,Water Operating Fund,Office of Innovation & Technology,2,Purchase of Services,282,Rent/lease-purchase Computer Equip,292375
2015,Water Operating Fund,Office of Innovation & Technology,2,Purchase of Services,285,Rents,29138
2015,Water Operating Fund,Office of Innovation & Technology,3,Materials and Supplies,320,Office Materials and Supplies,47000
2015,Water Operating Fund,Office of Innovation & Technology,3,Materials and Supplies,325,Printing,169200
2015,Water Operating Fund,Office of Innovation & Technology,4,Equipment,427,Computer Equipment & Peripherals,1601450
2015,Water Operating Fund,Public Property,2,Purchase of Services,284,Ground and Building Rental,3959919
2015,Water Operating Fund,Fleet Management,1,Personal Services,100,Salary Control,12768
2015,Water Operating Fund,Fleet Management,1,Personal Services,101,Perm Full Time-civilian,2158245
2015,Water Operating Fund,Fleet Management,1,Personal Services,121,Temporary Seasonal,29952
2015,Water Operating Fund,Fleet Management,1,Personal Services,161,Overtime Civilian,524336
2015,Water Operating Fund,Fleet Management,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",11045
2015,Water Operating Fund,Fleet Management,1,Personal Services,181,Shift,13912
2015,Water Operating Fund,Fleet Management,2,Purchase of Services,201,Cleaning and Laundering,6000
2015,Water Operating Fund,Fleet Management,2,Purchase of Services,202,Janitorial Services,56000
2015,Water Operating Fund,Fleet Management,2,Purchase of Services,210,Postage,1000
2015,Water Operating Fund,Fleet Management,2,Purchase of Services,211,Transportation,1000
2015,Water Operating Fund,Fleet Management,2,Purchase of Services,215,Licenses Permits Inspection Charges,10000
2015,Water Operating Fund,Fleet Management,2,Purchase of Services,250,Professional Consult/spec Services,30000
2015,Water Operating Fund,Fleet Management,2,Purchase of Services,251,Information Technology-prof Service,140000
2015,Water Operating Fund,Fleet Management,2,Purchase of Services,255,Dues,500
2015,Water Operating Fund,Fleet Management,2,Purchase of Services,256,Seminar and Training Sessions,3000
2015,Water Operating Fund,Fleet Management,2,Purchase of Services,260,Repair and Maintenance Charges,1099500
2015,Water Operating Fund,Fleet Management,2,Purchase of Services,280,Insurance and Official Bonds,8000
2015,Water Operating Fund,Fleet Management,2,Purchase of Services,285,Rents,10000
2015,Water Operating Fund,Fleet Management,2,Purchase of Services,286,Rental of Parking Spaces,124000
2015,Water Operating Fund,Fleet Management,3,Materials and Supplies,304,Books and Other Publications,3000
2015,Water Operating Fund,Fleet Management,3,Materials and Supplies,305,Building and Construction,40000
2015,Water Operating Fund,Fleet Management,3,Materials and Supplies,307,Chemicals and Gases,24000
2015,Water Operating Fund,Fleet Management,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,7500
2015,Water Operating Fund,Fleet Management,3,Materials and Supplies,310,Electrical and Communication,4000
2015,Water Operating Fund,Fleet Management,3,Materials and Supplies,311,General Equipment and Machinery,5000
2015,Water Operating Fund,Fleet Management,3,Materials and Supplies,312,Fire Fighting and Safety,10000
2015,Water Operating Fund,Fleet Management,3,Materials and Supplies,313,Food,500
2015,Water Operating Fund,Fleet Management,3,Materials and Supplies,316,General Hardware and Minor Tools,8000
2015,Water Operating Fund,Fleet Management,3,Materials and Supplies,317,Hospital and Laboratory,2000
2015,Water Operating Fund,Fleet Management,3,Materials and Supplies,318,"Janitorial, Laundry and Household",3000
2015,Water Operating Fund,Fleet Management,3,Materials and Supplies,320,Office Materials and Supplies,2000
2015,Water Operating Fund,Fleet Management,3,Materials and Supplies,322,Small Power Tools and Hand Tools,33690
2015,Water Operating Fund,Fleet Management,3,Materials and Supplies,324,"Precision, Photographic and Artists",500
2015,Water Operating Fund,Fleet Management,3,Materials and Supplies,325,Printing,2000
2015,Water Operating Fund,Fleet Management,3,Materials and Supplies,328,Motor Vehicle Parts and Accessories,1695850
2015,Water Operating Fund,Fleet Management,3,Materials and Supplies,335,Lubricants,108000
2015,Water Operating Fund,Fleet Management,3,Materials and Supplies,340,#2 Diesel Fuel,1152000
2015,Water Operating Fund,Fleet Management,3,Materials and Supplies,345,Gasoline,1113600
2015,Water Operating Fund,Fleet Management,4,Equipment,405,"Construction, Dredging, Conveying",12500
2015,Water Operating Fund,Fleet Management,4,Equipment,411,General Equipment and Machinery,30000
2015,Water Operating Fund,Fleet Management,4,Equipment,420,Office Equipment,8000
2015,Water Operating Fund,Fleet Management,4,Equipment,423,Plumbing/air Conditioning/space Htg,3000
2015,Water Operating Fund,Fleet Management,4,Equipment,430,Furniture and Furnishings,6500
2015,Water Operating Fund,Water,1,Personal Services,100,Salary Control,1296500
2015,Water Operating Fund,Water,1,Personal Services,101,Perm Full Time-civilian,78367863
2015,Water Operating Fund,Water,1,Personal Services,121,Temporary Seasonal,1529000
2015,Water Operating Fund,Water,1,Personal Services,161,Overtime Civilian,12871100
2015,Water Operating Fund,Water,1,Personal Services,162,Overtime Shift Dual Relief,25800
2015,Water Operating Fund,Water,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",528100
2015,Water Operating Fund,Water,1,Personal Services,181,Shift,259900
2015,Water Operating Fund,Water,2,Purchase of Services,201,Cleaning and Laundering,61900
2015,Water Operating Fund,Water,2,Purchase of Services,202,Janitorial Services,106400
2015,Water Operating Fund,Water,2,Purchase of Services,205,Refuse/garbage/silt/sludge Removal,3279900
2015,Water Operating Fund,Water,2,Purchase of Services,210,Postage,222000
2015,Water Operating Fund,Water,2,Purchase of Services,211,Transportation,132900
2015,Water Operating Fund,Water,2,Purchase of Services,215,Licenses Permits Inspection Charges,178500
2015,Water Operating Fund,Water,2,Purchase of Services,216,Commercial Off-shelf Comp Software,250000
2015,Water Operating Fund,Water,2,Purchase of Services,220,Electric Current-structures/streets,27714000
2015,Water Operating Fund,Water,2,Purchase of Services,221,Gas Services,6689000
2015,Water Operating Fund,Water,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,7500
2015,Water Operating Fund,Water,2,Purchase of Services,240,Advertising/promotional Activities,303000
2015,Water Operating Fund,Water,2,Purchase of Services,250,Professional Consult/spec Services,50876800
